sentence,label
"director roger kumble offers just enough sweet and traditional romantic comedy to counter the crudity . and there 's the inimitable diaz , holding it all together .",Positive
"it 's sweet , funny , charming , and completely delightful .",Positive
presents an astute appraisal of middle american musical torpor and the desperate struggle to escape it .,Positive
"at once emotional and richly analytical , the cosby-seinfeld encounter alone confirms the serious weight behind this superficially loose , larky documentary .",Positive
"this is a children 's film in the truest sense . it 's packed with adventure and a worthwhile environmental message , so it 's great for the kids . parents , on the other hand , will be ahead of the plot at all times , and there is n't enough clever innuendo to fil",Negative
"too much of this well-acted but dangerously slow thriller feels like a preamble to a bigger , more complicated story , one that never materializes .",Negative
"like shave ice without the topping , this cinematic snow cone is as innocuous as it is flavorless .",Negative
my own minority report is that it stinks .,Negative
"it 's an earnest debut full of heartfelt performances , but is ultimately let down by a story that is all too predictable .",Negative
"[ grant 's ] bumbling magic takes over the film , and it turns out to be another winning star vehicle .",Positive
"the story 's so preposterous that i did n't believe it for a second , despite the best efforts of everyone involved .",Negative
it 's fitfully funny but never really takes off .,Negative
"broomfield reminds us that beneath the hype , the celebrity , the high life , the conspiracies and the mystery there were once a couple of bright young men -- promising , talented , charismatic and tragically doomed .",Positive
deliciously slow .,Positive
"for a long time the film succeeds with its dark , delicate treatment of these characters and its unerring respect for them .",Positive
bears about as much resemblance to the experiences of most battered women as spider-man does to the experiences of most teenagers .,Negative
"circuit queens wo n't learn a thing , they 'll be too busy cursing the film 's strategically placed white sheets .",Negative
"the movie has generic virtues , and despite a lot of involved talent , seems done by the numbers .",Negative
the mark of a respectable summer blockbuster is one of two things : unadulterated thrills or genuine laughs .,Positive
"a disaster of a drama , saved only by its winged assailants .",Negative
"a chilly , brooding but quietly resonant psychological study of domestic tension and unhappiness .",Positive
the big ending surprise almost saves the movie . it 's too bad that the rest is n't more compelling .,Negative
"there 's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache .",Positive
"the following things are not at all entertaining : the bad sound , the lack of climax and , worst of all , watching seinfeld ( who is also one of the film 's producers ) do everything he can to look like a good guy .",Negative
"devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is lacking .",Positive
feels too formulaic and too familiar to produce the transgressive thrills of early underground work .,Negative
"defies logic , the laws of physics and almost anyone 's willingness to believe in it . but darned if it does n't also keep us riveted to our seats .",Positive
the rare movie that 's as crisp and to the point as the novel on which it 's based .,Positive
gets better after foster leaves that little room .,Negative
meanders between its powerful moments .,Negative
"even if you have no interest in the gang-infested , east-vs . -west coast rap wars , this modern mob music drama never fails to fascinate .",Positive
